model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
deepseek-chat-v3-0324,58.3,56.28,60.65,1085.0,1172.2313676888257,1157.8663390443976,1189.1401768182116,"(-14.37, +16.91)","(-2.02, +2.35)",2025-04-02
claude-3.7-sonnet,50.0,50.0,50.0,1094.0,1114.0,1114.0,1114.0,"(-0.00, +0.00)","(-0.00, +0.00)",2025-04-02
deepseek-r1,48.86,45.51,51.03,1211.0,1106.0624665673872,1082.7485784719538,1121.1657630817622,"(-23.31, +15.10)","(-3.35, +2.17)",2025-04-02
gemini-2.5-pro-exp-03-25,48.4,44.87,52.4,2577.0,1102.8869874284565,1078.2473598325234,1130.700401428585,"(-24.64, +27.81)","(-3.53, +4.00)",2025-04-02
gemini-2.0-pro-exp-02-05,47.83,44.13,51.84,2372.0,1098.8784017655178,1073.0342759013622,1126.825391413566,"(-25.84, +27.95)","(-3.70, +4.01)",2025-04-02
gpt-4.5-preview,45.44,43.49,48.23,1040.0,1082.255518240726,1068.5116592534469,1101.715672497403,"(-13.74, +19.46)","(-1.95, +2.79)",2025-04-02
o1-high,44.09,41.46,46.15,1503.0,1072.7383494446976,1054.1028280863638,1087.1975408114213,"(-18.64, +14.46)","(-2.63, +2.06)",2025-04-02
o3-mini-high,43.75,41.35,46.37,1257.0,1070.3698668134057,1053.3078663319513,1088.7154632066854,"(-17.06, +18.35)","(-2.40, +2.62)",2025-04-02
chatgpt-4o-latest(2025-03-26),42.44,40.2,45.09,1111.0,1061.0713895974145,1044.978704587999,1079.8047238051665,"(-16.09, +18.73)","(-2.24, +2.65)",2025-04-02
o1-medium,41.92,39.11,43.93,1487.0,1057.3721412232826,1037.1294148651932,1071.6285532966767,"(-20.24, +14.26)","(-2.81, +2.01)",2025-04-02
o1-low,35.66,33.51,37.84,1513.0,1011.4554095135575,994.9320804707148,1027.7742908811751,"(-16.52, +16.32)","(-2.15, +2.18)",2025-04-02
o3-mini-medium,34.57,32.49,36.8,1221.0,1003.190471589637,986.9163891210794,1020.0529800604771,"(-16.27, +16.86)","(-2.08, +2.23)",2025-04-02
command-a,34.36,31.96,36.54,1083.0,1001.5538270167186,982.7109849786914,1018.0750338167599,"(-18.84, +16.52)","(-2.40, +2.18)",2025-04-02
gpt-4o-2024-11-20,31.27,29.29,33.4,1142.0,977.1738061477668,960.8833171498391,994.0987610550404,"(-16.29, +16.92)","(-1.98, +2.13)",2025-04-02
claude-3.5-sonnet,29.48,26.76,31.5,682.0,962.5031066667703,939.1130774005547,979.0442681100104,"(-23.39, +16.54)","(-2.72, +2.02)",2025-04-02
o3-mini-low,28.96,26.95,30.77,1205.0,958.1531708824429,940.7423525349233,973.1432292375417,"(-17.41, +14.99)","(-2.01, +1.81)",2025-04-02
gemini-2.0-flash-thinking-exp-01-21,26.65,24.33,28.95,2488.0,938.0808362500653,916.8680741283317,958.0583600542011,"(-21.21, +19.98)","(-2.32, +2.30)",2025-04-02
deepseek-v3,23.54,21.5,25.69,1007.0,909.3505269202717,889.0342947374733,929.4941142561318,"(-20.32, +20.14)","(-2.04, +2.15)",2025-04-02
