model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
gemini-2.5-pro-exp-03-25,79.66,77.92,81.23,2577.0,1351.1454384649044,1333.010050756266,1368.4787739833316,"(-18.14, +17.33)","(-1.74, +1.57)",2025-03-27
gemini-2.0-pro-exp-02-05,73.26,71.24,74.73,2372.0,1289.0793376102713,1271.5578797970127,1302.3185868377855,"(-17.52, +13.24)","(-2.02, +1.47)",2025-03-27
gemini-2.0-flash-thinking-exp-01-21,65.43,63.16,68.58,2488.0,1224.845390521764,1207.6697790548826,1249.6356387943154,"(-17.18, +24.79)","(-2.27, +3.15)",2025-03-27
o1-high,61.73,59.48,63.6,1503.0,1197.058424270097,1180.6752887716575,1210.9214324284542,"(-16.38, +13.86)","(-2.25, +1.87)",2025-03-27
o1-medium,57.79,55.28,60.04,1487.0,1168.5769322234855,1150.7978127216422,1184.750513858792,"(-17.78, +16.17)","(-2.51, +2.25)",2025-03-27
o1-low,55.26,52.62,58.15,1513.0,1150.6787125264955,1132.2195417347314,1171.1105412644329,"(-18.46, +20.43)","(-2.64, +2.89)",2025-03-27
o3-mini-high,54.6,52.45,57.38,1257.0,1146.0272228016308,1131.0523607930595,1165.6431300613535,"(-14.97, +19.62)","(-2.15, +2.78)",2025-03-27
gemini-2.0-flash-lite-001,53.04,50.45,55.46,2196.0,1135.1703478646323,1117.1036051791261,1152.0972316046152,"(-18.07, +16.93)","(-2.59, +2.42)",2025-03-27
gemini-2.0-flash-001,53.04,50.55,55.34,1901.0,1135.169901418015,1117.802411094273,1151.2342290355944,"(-17.37, +16.06)","(-2.49, +2.30)",2025-03-27
claude-3.7-sonnet,50.0,50.0,50.0,1094.0,1114.0,1114.0,1114.0,"(-0.00, +0.00)","(-0.00, +0.00)",2025-03-27
deepseek-chat-v3-0324,47.24,45.25,50.01,1085.0,1094.81010185384,1080.8864820510094,1114.041089820764,"(-13.92, +19.23)","(-1.99, +2.77)",2025-03-27
o3-mini-medium,47.06,44.79,49.87,1221.0,1093.541570164146,1077.6389569417186,1113.1209560033724,"(-15.90, +19.58)","(-2.27, +2.81)",2025-03-27
gemma-3-27b-it,46.93,44.5,49.56,1654.0,1092.6636985851712,1075.6035415135698,1110.9387205187882,"(-17.06, +18.28)","(-2.43, +2.63)",2025-03-27
o3-mini-low,43.83,41.33,46.91,1205.0,1070.9224923016025,1053.1704080212758,1092.4861247643378,"(-17.75, +21.56)","(-2.50, +3.08)",2025-03-27
deepseek-r1,42.06,39.84,44.1,1211.0,1058.3886409070926,1042.4293704615839,1072.817346733118,"(-15.96, +14.43)","(-2.22, +2.04)",2025-03-27
gpt-4.5-preview,39.04,37.47,41.09,1040.0,1036.5632493487876,1025.0664450417337,1051.3952369828432,"(-11.50, +14.83)","(-1.57, +2.05)",2025-03-27
command-a,35.03,32.93,36.89,1083.0,1006.7055468990186,990.410164215395,1020.7513126996122,"(-16.30, +14.05)","(-2.10, +1.86)",2025-03-27
gpt-4o-2024-11-20,32.35,30.02,34.41,1142.0,985.8194449373493,966.9841651642638,1001.9623725017609,"(-18.84, +16.14)","(-2.33, +2.06)",2025-03-27
claude-3.5-sonnet,24.9,22.9,27.28,682.0,922.2652299400522,903.1469127575774,943.6437184367448,"(-19.12, +21.38)","(-2.00, +2.38)",2025-03-27
deepseek-v3,23.62,22.16,25.35,1007.0,910.0932426265244,895.7232878107566,926.3812674293227,"(-14.37, +16.29)","(-1.46, +1.73)",2025-03-27
qwen-2.5-72b-instruct,19.42,18.14,21.14,1097.0,866.7727120050399,852.1880105930292,885.3501827571063,"(-14.58, +18.58)","(-1.28, +1.72)",2025-03-27
wizardlm-2-8x22b,18.19,16.82,19.81,1028.0,852.8046096785015,836.3386787843235,871.1321631004535,"(-16.47, +18.33)","(-1.37, +1.62)",2025-03-27
nova-pro-v1,17.95,16.22,19.5,905.0,849.9790446950963,828.7871985272789,867.6525636865051,"(-21.19, +17.67)","(-1.73, +1.55)",2025-03-27
grok-2-1212,17.66,16.14,19.12,898.0,846.5170419460457,827.7370249469379,863.4106822908205,"(-18.78, +16.89)","(-1.52, +1.46)",2025-03-27
gpt-4-1106-preview,16.91,15.25,18.37,840.0,837.3935942449624,816.1007707091376,854.9219728325745,"(-21.29, +17.53)","(-1.66, +1.46)",2025-03-27
claude-3.5-haiku,16.26,14.9,17.81,601.0,829.2190422355541,811.3387541645952,848.3393027091371,"(-17.88, +19.12)","(-1.36, +1.55)",2025-03-27
mistral-large-2411,16.03,14.75,17.32,906.0,826.3098083601153,809.2014856340662,842.4189199788085,"(-17.11, +16.11)","(-1.28, +1.29)",2025-03-27
