model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
deepseek-chat-v3-0324,53.74,51.62,55.72,1085.0,1140.053453058485,1125.237527773282,1153.89816527548,"(-14.82, +13.84)","(-2.12, +1.98)",2025-03-27
claude-3.7-sonnet,50.0,50.0,50.0,1094.0,1114.0,1114.0,1114.0,"(-0.00, +0.00)","(-0.00, +0.00)",2025-03-27
deepseek-r1,47.06,44.67,49.95,1211.0,1093.568266665784,1076.8524088344432,1113.6255397707735,"(-16.72, +20.06)","(-2.39, +2.89)",2025-03-27
gemini-2.5-pro-exp-03-25,45.87,43.1,48.02,2577.0,1085.2264063065832,1065.718777172395,1100.2194318082243,"(-19.51, +14.99)","(-2.77, +2.15)",2025-03-27
gemini-2.0-pro-exp-02-05,45.81,42.82,48.43,2372.0,1084.7924863051776,1063.787560612974,1103.0921051685825,"(-21.00, +18.30)","(-2.99, +2.62)",2025-03-27
gpt-4.5-preview,42.83,40.26,44.71,1040.0,1063.8100879778603,1045.4096638231779,1077.069017839905,"(-18.40, +13.26)","(-2.57, +1.88)",2025-03-27
o1-high,41.47,39.44,43.89,1503.0,1054.1413053141218,1039.472860200828,1071.3359779363984,"(-14.67, +17.19)","(-2.03, +2.42)",2025-03-27
o3-mini-high,40.27,38.01,42.74,1257.0,1045.5335512368265,1029.0153056405154,1063.2153488949646,"(-16.52, +17.68)","(-2.26, +2.47)",2025-03-27
o1-medium,39.21,36.81,41.42,1487.0,1037.8501333533652,1020.1186538356956,1053.7616518153504,"(-17.73, +15.91)","(-2.40, +2.21)",2025-03-27
command-a,38.04,35.96,40.23,1083.0,1029.2460066699548,1013.7300660259442,1045.2380862282241,"(-15.52, +15.99)","(-2.08, +2.19)",2025-03-27
o1-low,35.08,33.06,37.24,1513.0,1007.0475866145935,991.4296443997448,1023.3182227076536,"(-15.62, +16.27)","(-2.02, +2.16)",2025-03-27
gpt-4o-2024-11-20,34.73,33.02,36.43,1142.0,1004.4072242592911,991.1431582610387,1017.2971452572702,"(-13.26, +12.89)","(-1.71, +1.70)",2025-03-27
o3-mini-medium,33.31,31.49,35.08,1221.0,993.3970605002268,978.9413473815296,1007.0466284362167,"(-14.46, +13.65)","(-1.82, +1.77)",2025-03-27
claude-3.5-sonnet,32.3,30.1,34.67,682.0,985.4334543589476,967.6752823881385,1003.9325365597867,"(-17.76, +18.50)","(-2.20, +2.37)",2025-03-27
gemini-2.0-flash-thinking-exp-01-21,31.08,28.65,33.81,2488.0,975.6765859562122,955.4778631256695,997.3388440785005,"(-20.20, +21.66)","(-2.43, +2.73)",2025-03-27
o3-mini-low,30.34,28.55,32.76,1205.0,969.5950934131035,954.6732915926528,989.0587515484895,"(-14.92, +19.46)","(-1.79, +2.42)",2025-03-27
deepseek-v3,27.33,25.38,29.19,1007.0,944.0947011219979,926.6670257899747,960.0542936033654,"(-17.43, +15.96)","(-1.95, +1.86)",2025-03-27
gemini-2.0-flash-001,26.19,24.78,28.17,1901.0,934.0463049637867,921.1137601138571,951.420460872035,"(-12.93, +17.37)","(-1.41, +1.98)",2025-03-27
gemma-3-27b-it,25.38,23.64,27.51,1654.0,926.6903154668673,910.3605080541278,945.6827050264828,"(-16.33, +18.99)","(-1.74, +2.13)",2025-03-27
claude-3.5-haiku,24.64,22.38,26.83,601.0,919.7963213088894,897.9546399062787,939.7332942912842,"(-21.84, +19.94)","(-2.26, +2.19)",2025-03-27
gemini-2.0-flash-lite-001,23.44,22.07,25.34,2196.0,908.3850489980618,894.8532950069391,926.2692346587683,"(-13.53, +17.88)","(-1.37, +1.90)",2025-03-27
jamba-1.6-large,20.61,19.32,22.09,859.0,879.7233655623853,865.6609436547997,895.0559744108538,"(-14.06, +15.33)","(-1.29, +1.48)",2025-03-27
claude-3.5-sonnet-20240620,20.19,17.99,22.15,628.0,875.2718325936395,850.4586955108618,895.6239149077769,"(-24.81, +20.35)","(-2.20, +1.96)",2025-03-27
minimax-01,19.1,16.64,21.84,370.0,863.2488566441876,834.1285536107475,892.4944562156554,"(-29.12, +29.25)","(-2.46, +2.74)",2025-03-27
nova-pro-v1,18.21,16.32,20.07,905.0,852.9900616376046,830.0087376496085,873.9668808036578,"(-22.98, +20.98)","(-1.89, +1.86)",2025-03-27
grok-2-1212,17.94,15.96,19.6,898.0,849.9080771947441,825.3705259152385,868.8296641559369,"(-24.54, +18.92)","(-1.98, +1.66)",2025-03-27
