model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
gemini-2.5-pro-exp-03-25,82.94,81.6,83.99,2577.0,1274.7209708771081,1248.0667352460162,1290.8539251978857,"(-26.65, +16.13)","(-1.34, +1.05)",2025-03-27
gemini-2.0-pro-exp-02-05,76.12,74.92,76.96,2372.0,1201.4201151854857,1179.4945775394406,1212.3912220311597,"(-21.93, +10.97)","(-1.20, +0.84)",2025-03-27
gemini-2.0-flash-thinking-exp-01-21,70.4,69.15,71.59,2488.0,1150.5474413034083,1129.5377435869477,1163.4477699533923,"(-21.01, +12.90)","(-1.25, +1.19)",2025-03-27
deepseek-chat-v3-0324,60.52,59.45,61.77,1085.0,1074.2094609524454,1055.8304017695987,1086.2275469384385,"(-18.38, +12.02)","(-1.07, +1.25)",2025-03-27
gemini-2.0-flash-lite-001,58.22,56.85,59.48,2196.0,1057.6328795690788,1037.283800417641,1069.506631289982,"(-20.35, +11.87)","(-1.37, +1.26)",2025-03-27
gemini-2.0-flash-001,57.8,57.09,59.2,1901.0,1054.6199771848842,1038.9211299565654,1067.540115761753,"(-15.70, +12.92)","(-0.71, +1.40)",2025-03-27
o1-high,54.86,53.19,56.41,1503.0,1033.8909331866075,1011.5324903326328,1047.6495758917638,"(-22.36, +13.76)","(-1.67, +1.55)",2025-03-27
gemma-3-27b-it,52.54,50.95,53.91,1654.0,1017.6614753486439,995.9803481775026,1030.1055950307011,"(-21.68, +12.44)","(-1.59, +1.37)",2025-03-27
deepseek-r1,52.44,51.47,54.16,1211.0,1016.9892784670934,999.5500276065936,1031.8117150392745,"(-17.44, +14.82)","(-0.97, +1.72)",2025-03-27
o1-medium,51.13,49.59,52.21,1487.0,1007.8801228005249,986.5113613554171,1018.2497915952258,"(-21.37, +10.37)","(-1.54, +1.08)",2025-03-27
claude-3.7-sonnet,50.0,50.0,50.0,1094.0,1000.0,989.3521862982012,1002.8607851089599,"(-10.65, +2.86)","(-0.00, +0.00)",2025-03-27
o3-mini-high,49.04,47.42,50.27,1257.0,993.3101254030864,971.4110869046106,1004.7551891828618,"(-21.90, +11.45)","(-1.62, +1.23)",2025-03-27
o1-low,48.98,47.77,50.13,1513.0,992.880933762746,973.8322204291354,1003.7466171391052,"(-19.05, +10.87)","(-1.21, +1.15)",2025-03-27
command-a,45.82,44.75,46.82,1083.0,970.8821445682082,952.7274850326758,980.7120162697552,"(-18.15, +9.83)","(-1.07, +1.00)",2025-03-27
gpt-4.5-preview,45.27,44.03,46.49,1040.0,967.0466221138187,947.6581183173388,978.4249163824207,"(-19.39, +11.38)","(-1.24, +1.22)",2025-03-27
gpt-4o-2024-11-20,45.03,43.44,46.63,1142.0,965.3789104289281,943.5380562771282,979.3928541999592,"(-21.84, +14.01)","(-1.59, +1.60)",2025-03-27
o3-mini-medium,41.94,40.73,43.7,1221.0,943.4812132397226,924.1940292169281,958.8840814819531,"(-19.29, +15.40)","(-1.21, +1.76)",2025-03-27
o3-mini-low,39.2,37.88,41.05,1205.0,923.7195750588529,903.4093875452586,939.974706617323,"(-20.31, +16.26)","(-1.32, +1.85)",2025-03-27
deepseek-v3,32.93,31.93,34.56,1007.0,876.4004014338328,857.8514392628566,891.974880653958,"(-18.55, +15.57)","(-1.00, +1.63)",2025-03-27
qwen-2.5-72b-instruct,24.0,22.8,25.04,1097.0,799.738329960028,777.506695967446,812.3717686043333,"(-22.23, +12.63)","(-1.20, +1.04)",2025-03-27
nova-pro-v1,21.08,19.73,22.05,905.0,770.6737758946598,745.5729200027191,783.4655726853086,"(-25.10, +12.79)","(-1.35, +0.97)",2025-03-27
claude-3.5-sonnet,20.6,19.41,22.28,682.0,765.577524654713,742.0908746354943,785.8408457310393,"(-23.49, +20.26)","(-1.19, +1.68)",2025-03-27
jamba-1.6-large,20.35,19.44,21.52,859.0,762.9587667277772,742.4186834635096,778.0811154322572,"(-20.54, +15.12)","(-0.91, +1.17)",2025-03-27
grok-2-1212,18.05,17.29,19.29,898.0,737.2192421286256,717.4098289721327,754.2230822550047,"(-19.81, +17.00)","(-0.76, +1.24)",2025-03-27
mistral-large-2411,16.83,16.02,18.08,906.0,722.503771177931,701.577610090619,740.4243498175442,"(-20.93, +17.92)","(-0.81, +1.25)",2025-03-27
lfm-7b,16.44,15.19,17.53,1011.0,717.5362324104588,690.6292886325524,733.8016496999153,"(-26.91, +16.27)","(-1.25, +1.09)",2025-03-27
gpt-4o-mini,16.07,15.0,17.09,830.0,712.8077851304017,688.0839318436126,728.4661573466533,"(-24.72, +15.66)","(-1.07, +1.02)",2025-03-27
wizardlm-2-8x22b,15.74,14.81,16.74,1028.0,708.6014517981355,685.4373917436828,724.1996937286106,"(-23.16, +15.60)","(-0.93, +1.00)",2025-03-27
mistral-small-3.1-24b-instruct-2503,15.24,14.33,16.76,961.0,701.9356972545586,678.6969047333218,724.4991788684167,"(-23.24, +22.56)","(-0.91, +1.52)",2025-03-27
nova-lite-v1,15.04,14.29,16.04,994.0,699.1473499195763,678.1605226748761,715.2519967131385,"(-20.99, +16.10)","(-0.75, +1.00)",2025-03-27
gpt-4-1106-preview,13.32,12.43,14.48,840.0,674.6774834023549,650.270803280113,694.3043729177048,"(-24.41, +19.63)","(-0.89, +1.16)",2025-03-27
llama-3.1-nemotron-70b-instruct,12.61,11.58,13.38,1854.0,663.7750904856204,636.1933643820688,678.4109764515892,"(-27.58, +14.64)","(-1.03, +0.77)",2025-03-27
claude-3.5-haiku,12.58,11.34,13.53,601.0,663.1560781431197,632.0593736323445,680.691233393568,"(-31.10, +17.54)","(-1.24, +0.95)",2025-03-27
claude-3.5-sonnet-20240620,12.18,11.23,13.1,628.0,656.7484259688831,630.186521721987,674.2332748563053,"(-26.56, +17.48)","(-0.95, +0.92)",2025-03-27
command-r-plus-08-2024,11.93,11.01,12.95,969.0,652.8023000102512,626.275872528912,671.8328564278927,"(-26.53, +19.03)","(-0.92, +1.02)",2025-03-27
gemma-2-27b-it,11.65,10.65,12.41,794.0,648.0764680777827,619.9083306892298,663.3351392607593,"(-28.17, +15.26)","(-1.00, +0.76)",2025-03-27
mistral-small-24b-instruct-2501,11.21,9.98,12.07,998.0,640.4116964704174,607.2047921419986,657.9210911739633,"(-33.21, +17.51)","(-1.23, +0.86)",2025-03-27
nova-micro-v1,10.14,9.18,11.06,927.0,621.0826519856005,591.1793434679092,640.6726571353438,"(-29.90, +19.59)","(-0.96, +0.92)",2025-03-27
qwen2.5-32b-instruct,8.12,7.35,9.35,795.0,578.4334922462635,549.0800551030945,608.146922532883,"(-29.35, +29.71)","(-0.77, +1.23)",2025-03-27
lfm-40b,7.69,7.13,8.23,863.0,568.3277207152107,543.4547923490405,583.8420997413473,"(-24.87, +15.51)","(-0.56, +0.54)",2025-03-27
minimax-01,7.63,6.93,8.29,370.0,566.7095033712608,538.1212963922065,585.3899273182321,"(-28.59, +18.68)","(-0.70, +0.66)",2025-03-27
hermes-3-llama-3.1-405b,7.59,6.91,8.39,771.0,565.8778894993102,537.5271413336354,587.6330713823501,"(-28.35, +21.76)","(-0.68, +0.80)",2025-03-27
hermes-3-llama-3.1-70b,7.09,6.27,7.77,771.0,553.1132667600051,519.4820279363489,573.0131870753997,"(-33.63, +19.90)","(-0.82, +0.68)",2025-03-27
gemma-2-9b-it,7.03,6.22,7.69,751.0,551.4044974537674,517.9404670058742,571.1379923142106,"(-33.46, +19.73)","(-0.81, +0.66)",2025-03-27
command-r-08-2024,5.95,5.45,6.65,796.0,520.4383606117401,493.659103556283,543.8176669929511,"(-26.78, +23.38)","(-0.50, +0.70)",2025-03-27
command-r7b-12-2024,5.9,5.3,6.64,882.0,518.9630375173572,488.5008728415462,543.6928937825528,"(-30.46, +24.73)","(-0.60, +0.74)",2025-03-27
lfm-3b,5.66,4.92,6.32,776.0,511.3260655860101,474.8767578411459,534.5708101263111,"(-36.45, +23.24)","(-0.74, +0.66)",2025-03-27
llama-3.3-70b-instruct,5.28,4.57,5.89,809.0,498.5252394736583,461.54294551281487,521.562698844547,"(-36.98, +23.04)","(-0.71, +0.61)",2025-03-27
