model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
o3-high,87.29,86.6,88.48,1453.0,1334.780625806548,1319.039548134975,1367.0348983728895,"(-15.74, +32.25)","(-0.69, +1.19)",2025-04-23
o3-medium,85.83,85.18,87.08,1432.0,1312.9426474949473,1298.6217724013911,1344.3398074240993,"(-14.32, +31.40)","(-0.65, +1.25)",2025-04-23
gemini-2.5-pro-exp-03-25,85.71,84.94,86.61,2577.0,1311.2605073888426,1295.3748455389155,1337.215471140256,"(-15.89, +25.95)","(-0.77, +0.90)",2025-04-23
o3-low,85.31,84.81,86.4,1306.0,1305.6588850553444,1293.6077305420613,1334.0435060148382,"(-12.05, +28.38)","(-0.50, +1.09)",2025-04-23
gemini-2.0-pro-exp-02-05,77.88,76.85,78.66,2372.0,1218.7027934509356,1203.3312039297032,1239.535305841841,"(-15.37, +20.83)","(-1.03, +0.78)",2025-04-23
gemini-2.5-flash-preview(thinking),76.37,74.72,77.81,2521.0,1203.802343517389,1183.1093191613834,1230.8402826649804,"(-20.69, +27.04)","(-1.65, +1.44)",2025-04-23
o4-mini-high,74.54,73.39,76.04,1084.0,1186.6521400444317,1171.082468767557,1213.4630639797992,"(-15.57, +26.81)","(-1.15, +1.50)",2025-04-23
o4-mini-medium,72.8,71.86,74.33,1053.0,1171.044203836248,1157.7136175041717,1197.592721851716,"(-13.33, +26.55)","(-0.94, +1.53)",2025-04-23
grok-3-beta,70.81,70.17,71.74,1824.0,1153.922734816122,1143.4646015899743,1174.740950385316,"(-10.46, +20.82)","(-0.64, +0.93)",2025-04-23
o4-mini-low,68.99,67.89,70.02,1020.0,1138.9453838636773,1124.91729350431,1160.2081348455108,"(-14.03, +21.26)","(-1.10, +1.03)",2025-04-23
gemini-2.0-flash-thinking-exp-01-21,68.44,67.96,70.06,2497.0,1134.4615438041405,1125.5072166731886,1160.5612949746385,"(-8.95, +26.10)","(-0.48, +1.62)",2025-04-23
deepseek-chat-v3-0324,65.62,64.79,67.31,1085.0,1112.3007106921182,1100.8327240021697,1138.3551195168068,"(-11.47, +26.05)","(-0.83, +1.69)",2025-04-23
grok-3-mini-beta,63.91,62.77,64.91,2010.0,1099.2710373931427,1085.6142734140933,1119.744101232064,"(-13.66, +20.47)","(-1.14, +1.00)",2025-04-23
gemini-2.5-flash-preview,61.49,60.37,63.05,2299.0,1081.2665803997647,1068.020769689173,1105.7105586630541,"(-13.25, +24.44)","(-1.12, +1.56)",2025-04-23
claude-3.7-sonnet(thinking),59.99,58.38,61.28,1248.0,1070.3339540921243,1053.6736274745926,1092.6416809333366,"(-16.66, +22.31)","(-1.61, +1.29)",2025-04-23
o1-high,57.92,56.79,59.17,1512.0,1055.5283735451953,1042.330257929474,1077.300858694447,"(-13.20, +21.77)","(-1.13, +1.25)",2025-04-23
deepseek-r1,56.62,56.02,57.75,1218.0,1046.2614495087141,1036.9404027639187,1067.137169735498,"(-9.32, +20.88)","(-0.60, +1.13)",2025-04-23
qwen-max,56.46,54.98,57.97,1420.0,1045.1482806183108,1029.5725698600718,1068.7370675424606,"(-15.58, +23.59)","(-1.48, +1.51)",2025-04-23
gpt-4.1-2025-04-14,55.18,53.95,57.16,949.0,1036.1553434831576,1022.3566700906426,1062.9851333948363,"(-13.80, +26.83)","(-1.23, +1.98)",2025-04-23
o3-mini-high,53.73,51.83,54.77,1265.0,1025.9438911906354,1007.5695717511587,1046.1157859564112,"(-18.37, +20.17)","(-1.90, +1.04)",2025-04-23
o1-medium,53.69,52.17,54.97,1490.0,1025.704839378292,1009.9790522091434,1047.5059235753645,"(-15.73, +21.80)","(-1.52, +1.28)",2025-04-23
gemini-2.0-flash-001,52.93,51.18,54.23,1901.0,1020.3808628838448,1003.1027856343982,1042.3331943517016,"(-17.28, +21.95)","(-1.75, +1.30)",2025-04-23
o1-low,50.4,48.76,52.07,1513.0,1002.7507516848127,986.2634728455218,1027.305222452629,"(-16.49, +24.55)","(-1.64, +1.67)",2025-04-23
claude-3.7-sonnet,50.0,50.0,50.0,1094.0,1000.0,994.8703375848205,1012.8814350832122,"(-5.13, +12.88)","(-0.00, +0.00)",2025-04-23
chatgpt-4o-latest(2025-03-26),49.3,47.73,51.18,1111.0,995.1619621585586,979.0885624406096,1021.0627766736969,"(-16.07, +25.90)","(-1.57, +1.88)",2025-04-23
gemini-2.0-flash-lite-001,49.24,48.5,50.7,2196.0,994.7214857487846,984.4578557583048,1017.7185558658432,"(-10.26, +23.00)","(-0.74, +1.46)",2025-04-23
quasar-alpha,48.99,47.42,50.28,909.0,993.0066319466501,976.9215101600289,1014.8040764709261,"(-16.09, +21.80)","(-1.57, +1.29)",2025-04-23
gpt-4.1-mini-2025-04-14,48.23,46.81,49.34,1080.0,987.7273054567963,972.6695021037115,1008.2935621761677,"(-15.06, +20.57)","(-1.42, +1.11)",2025-04-23
gpt-4.5-preview,48.23,46.04,49.08,1040.0,987.7298297666368,967.2776401913809,1006.4671864610541,"(-20.45, +18.74)","(-2.19, +0.85)",2025-04-23
qwq-32b,47.28,46.19,48.33,1517.0,981.0708215007614,968.3145833815103,1001.2425094325763,"(-12.76, +20.17)","(-1.09, +1.05)",2025-04-23
