model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
deepseek-chat-v3-0324,53.82,51.5,56.08,1085.0,1140.5812296580418,1124.4362247958777,1156.4683284344956,"(-16.15, +15.89)","(-2.32, +2.26)",2025-03-28
claude-3.7-sonnet,50.0,50.0,50.0,1094.0,1114.0,1114.0,1114.0,"(-0.00, +0.00)","(-0.00, +0.00)",2025-03-28
deepseek-r1,47.13,44.54,49.41,1211.0,1094.0153559161504,1075.9196791378408,1109.8824201258294,"(-18.10, +15.87)","(-2.59, +2.28)",2025-03-28
gemini-2.5-pro-exp-03-25,45.26,42.63,48.15,2577.0,1080.9631226470074,1062.4257498105537,1101.1643145757298,"(-18.54, +20.20)","(-2.63, +2.89)",2025-03-28
gemini-2.0-pro-exp-02-05,45.26,42.46,48.89,2372.0,1080.9731495416534,1061.2238253761839,1106.3157585783638,"(-19.75, +25.34)","(-2.80, +3.63)",2025-03-28
gpt-4.5-preview,43.02,40.76,45.73,1040.0,1065.151156421326,1049.0661669114884,1084.2549943663826,"(-16.08, +19.10)","(-2.26, +2.71)",2025-03-28
chatgpt-4o-latest(2025-03-26),41.81,39.54,43.76,1111.0,1056.595201535607,1040.2222249185743,1070.4249414813887,"(-16.37, +13.83)","(-2.27, +1.95)",2025-03-28
o1-high,41.5,38.96,43.87,1503.0,1054.3520481671303,1036.028287479781,1071.1943644957917,"(-18.32, +16.84)","(-2.54, +2.37)",2025-03-28
o3-mini-high,40.26,37.95,42.96,1257.0,1045.4642845595272,1028.5894412073703,1064.7686036409177,"(-16.87, +19.30)","(-2.31, +2.70)",2025-03-28
o1-medium,39.24,36.8,41.66,1487.0,1038.07158757992,1020.0487224524474,1055.5125315191442,"(-18.02, +17.44)","(-2.44, +2.42)",2025-03-28
command-a,38.0,35.98,39.72,1083.0,1028.933028654742,1013.9161186975258,1041.5061829420915,"(-15.02, +12.57)","(-2.02, +1.72)",2025-03-28
o1-low,35.04,32.56,36.99,1513.0,1006.7337307908714,987.5339077200966,1021.5055622480022,"(-19.20, +14.77)","(-2.48, +1.95)",2025-03-28
gpt-4o-2024-11-20,34.7,32.81,36.58,1142.0,1004.135100605772,989.4742879495127,1018.4411674572813,"(-14.66, +14.31)","(-1.89, +1.88)",2025-03-28
o3-mini-medium,33.3,31.57,35.88,1221.0,993.3591833412239,979.6372854053088,1013.1323121724818,"(-13.72, +19.77)","(-1.73, +2.58)",2025-03-28
claude-3.5-sonnet,32.22,30.23,34.67,682.0,984.7752245715341,968.737849108344,1003.9450892221818,"(-16.04, +19.17)","(-1.99, +2.45)",2025-03-28
gemini-2.0-flash-thinking-exp-01-21,30.55,28.44,33.15,2488.0,971.3146457868164,953.7398288994704,992.1222646212573,"(-17.57, +20.81)","(-2.11, +2.60)",2025-03-28
o3-mini-low,30.36,28.0,32.6,1205.0,969.8091627926834,949.9601987519897,987.7991115877505,"(-19.85, +17.99)","(-2.36, +2.24)",2025-03-28
deepseek-v3,27.37,25.41,29.45,1007.0,944.47864509227,926.9727011852407,962.2749889807322,"(-17.51, +17.80)","(-1.96, +2.08)",2025-03-28
gemini-2.0-flash-001,25.85,24.38,28.17,1901.0,930.9350726603321,917.3917483439132,951.3949838536572,"(-13.54, +20.46)","(-1.47, +2.32)",2025-03-28
gemma-3-27b-it,25.16,23.7,27.57,1654.0,924.5864389737125,910.8963079789677,946.2252657913754,"(-13.69, +21.64)","(-1.46, +2.41)",2025-03-28
claude-3.5-haiku,24.91,22.31,26.71,601.0,922.3225784282314,897.2965917259562,938.6177836220905,"(-25.03, +16.30)","(-2.60, +1.80)",2025-03-28
gemini-2.0-flash-lite-001,23.08,21.41,25.2,2196.0,904.895965455563,888.0783910698747,924.9738588596803,"(-16.82, +20.08)","(-1.67, +2.12)",2025-03-28
jamba-1.6-large,20.52,19.03,22.55,859.0,878.8201660035849,862.4638598972091,899.6981081576646,"(-16.36, +20.88)","(-1.49, +2.03)",2025-03-28
claude-3.5-sonnet-20240620,20.39,18.35,22.15,628.0,877.3554465908406,854.6500066486312,895.6193724317392,"(-22.71, +18.26)","(-2.04, +1.76)",2025-03-28
minimax-01,19.27,16.56,21.92,370.0,865.1634094475502,833.0952008295575,893.3560695334102,"(-32.07, +28.19)","(-2.71, +2.65)",2025-03-28
nova-pro-v1,18.1,16.56,20.07,905.0,851.7837618142643,833.0461156667549,873.9664555319149,"(-18.74, +22.18)","(-1.54, +1.97)",2025-03-28
grok-2-1212,17.94,16.37,19.6,898.0,849.8308406739449,830.7356592531305,868.8084398180217,"(-19.10, +18.98)","(-1.57, +1.66)",2025-03-28
gpt-4o-mini,17.87,16.09,19.72,830.0,849.0778731997344,827.072918401776,870.0798432876136,"(-22.00, +21.00)","(-1.78, +1.85)",2025-03-28
qwen-2.5-72b-instruct,17.41,15.91,18.91,1097.0,843.6043770492146,824.786941340104,861.1375681188686,"(-18.82, +17.53)","(-1.50, +1.50)",2025-03-28
mistral-large-2411,15.04,13.75,16.52,906.0,813.2563930977734,794.9922491205622,832.593732128256,"(-18.26, +19.34)","(-1.29, +1.48)",2025-03-28
gemma-2-27b-it,12.7,11.41,14.15,794.0,779.1923162582156,758.0179851188651,800.8073431268785,"(-21.17, +21.62)","(-1.29, +1.45)",2025-03-28
gpt-4-1106-preview,11.87,10.87,13.3,840.0,765.767771181677,748.521934645054,788.2662639673446,"(-17.25, +22.50)","(-1.00, +1.43)",2025-03-28
