model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
gemini-2.5-pro-exp-03-25,82.94,82.13,84.22,2577.0,1274.7211638347026,1255.5390108439535,1291.8052659510263,"(-19.18, +17.08)","(-0.81, +1.28)",2025-03-28
gemini-2.0-pro-exp-02-05,76.12,74.92,77.25,2372.0,1201.4202844284546,1180.7423710963726,1213.2563372617212,"(-20.68, +11.84)","(-1.20, +1.13)",2025-03-28
gemini-2.0-flash-thinking-exp-01-21,70.4,68.51,71.86,2488.0,1150.5475991311714,1125.685678485665,1163.726159025159,"(-24.86, +13.18)","(-1.89, +1.46)",2025-03-28
deepseek-chat-v3-0324,60.52,59.54,61.95,1085.0,1074.2094339415275,1057.7649994579144,1085.5392460963667,"(-16.44, +11.33)","(-0.98, +1.43)",2025-03-28
gemini-2.0-flash-lite-001,58.22,57.13,59.76,2196.0,1057.6328854594367,1040.492287187954,1069.5365476285451,"(-17.14, +11.90)","(-1.09, +1.54)",2025-03-28
gemini-2.0-flash-001,57.8,56.93,59.24,1901.0,1054.6199691825932,1039.0873012100915,1065.8023294377367,"(-15.53, +11.18)","(-0.87, +1.44)",2025-03-28
o1-high,54.86,53.51,55.91,1503.0,1033.8909595999667,1015.0538583028484,1042.129496202673,"(-18.84, +8.24)","(-1.35, +1.05)",2025-03-28
gemma-3-27b-it,52.54,51.67,54.01,1654.0,1017.6614974907592,1002.2542200754868,1028.7903265854286,"(-15.41, +11.13)","(-0.87, +1.47)",2025-03-28
deepseek-r1,52.44,50.8,53.71,1211.0,1016.9892880465826,996.1577130371944,1026.6468592446495,"(-20.83, +9.66)","(-1.64, +1.27)",2025-03-28
o1-medium,51.13,49.33,52.44,1487.0,1007.8801858600517,985.9742998150879,1017.8457181448267,"(-21.91, +9.97)","(-1.80, +1.31)",2025-03-28
claude-3.7-sonnet,50.0,50.0,50.0,1094.0,1000.0,990.6314533083952,1000.8530449266397,"(-9.37, +0.85)","(-0.00, +0.00)",2025-03-28
o3-mini-high,49.04,47.7,50.72,1257.0,993.3101313661858,974.6182179617815,1005.8281216098181,"(-18.69, +12.52)","(-1.34, +1.68)",2025-03-28
o1-low,48.98,47.42,51.41,1513.0,992.881013470855,972.7115732454907,1010.6749610249442,"(-20.17, +17.79)","(-1.56, +2.43)",2025-03-28
chatgpt-4o-latest(2025-03-26),46.62,44.91,48.09,1111.0,976.4887568226962,955.1261352312622,987.5838979424199,"(-21.36, +11.10)","(-1.71, +1.47)",2025-03-28
command-a,45.82,43.81,47.06,1083.0,970.8821831640804,947.4071765476237,980.4114569387033,"(-23.48, +9.53)","(-2.01, +1.24)",2025-03-28
gpt-4.5-preview,45.27,43.68,46.75,1040.0,967.0465750121637,946.5002030501789,978.247279224656,"(-20.55, +11.20)","(-1.59, +1.48)",2025-03-28
gpt-4o-2024-11-20,45.03,43.65,46.6,1142.0,965.3788475710763,946.2756141332021,977.2218717915813,"(-19.10, +11.84)","(-1.38, +1.57)",2025-03-28
o3-mini-medium,41.94,40.72,43.63,1221.0,943.4811263155119,925.4160294154226,956.314637778956,"(-18.07, +12.83)","(-1.22, +1.69)",2025-03-28
o3-mini-low,39.2,37.93,40.45,1205.0,923.7193635587806,905.0657065043417,933.6685750014689,"(-18.65, +9.95)","(-1.27, +1.25)",2025-03-28
deepseek-v3,32.93,31.45,34.14,1007.0,876.4004138977073,855.2568906055857,886.7419160880988,"(-21.14, +10.34)","(-1.48, +1.21)",2025-03-28
qwen-2.5-72b-instruct,24.0,22.26,25.37,1097.0,799.7384426611958,773.4157989513562,813.400884983145,"(-26.32, +13.66)","(-1.74, +1.37)",2025-03-28
nova-pro-v1,21.08,19.71,22.83,905.0,770.6737497836856,746.6653531491927,789.3180499954815,"(-24.01, +18.64)","(-1.37, +1.75)",2025-03-28
