model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
o3-low,87.26,85.48,89.08,1306.0,1448.3176613540027,1421.9226781275431,1478.5838214045937,"(-26.39, +30.27)","(-1.78, +1.82)",2025-04-20
o4-mini-high,81.23,79.61,83.1,1084.0,1368.539362445154,1350.5879603804437,1390.7237515797249,"(-17.95, +22.18)","(-1.62, +1.87)",2025-04-20
o4-mini-medium,79.47,77.48,81.18,1053.0,1349.110320615801,1328.6836446056284,1367.886538408175,"(-20.43, +18.78)","(-1.99, +1.71)",2025-04-20
o4-mini-low,76.31,74.16,77.68,1020.0,1317.2510108433808,1297.1868945311153,1330.6919850615725,"(-20.06, +13.44)","(-2.15, +1.37)",2025-04-20
deepseek-chat-v3-0324,59.26,56.32,61.53,1085.0,1179.1307660462612,1158.1229949977105,1195.598630489244,"(-21.01, +16.47)","(-2.94, +2.27)",2025-04-20
gpt-4.1-2025-04-14,57.34,55.03,60.0,949.0,1165.3610258634403,1149.0790302800779,1184.440790333297,"(-16.28, +19.08)","(-2.31, +2.66)",2025-04-20
quasar-alpha,56.32,53.55,58.53,909.0,1158.185883839979,1138.6999157393705,1173.870382401131,"(-19.49, +15.68)","(-2.77, +2.21)",2025-04-20
claude-3.7-sonnet(thinking),55.0,52.76,57.55,1248.0,1148.8673848425692,1133.170092056361,1166.837891974607,"(-15.70, +17.97)","(-2.24, +2.55)",2025-04-20
gemini-2.5-pro-exp-03-25,51.92,48.48,56.52,2577.0,1127.362755869413,1103.4422302959779,1159.5999359240434,"(-23.92, +32.24)","(-3.44, +4.60)",2025-04-20
gemini-2.0-pro-exp-02-05,51.63,48.27,55.66,2372.0,1125.317143688238,1101.992376765305,1153.495569389404,"(-23.32, +28.18)","(-3.36, +4.03)",2025-04-20
deepseek-r1,51.03,48.02,54.06,1218.0,1121.159280112612,1100.2557181020925,1142.2477309715835,"(-20.90, +21.09)","(-3.01, +3.03)",2025-04-20
chatgpt-4o-latest(2025-03-26),50.9,48.58,53.9,1111.0,1120.2219005588215,1104.098587317242,1141.1216992294262,"(-16.12, +20.90)","(-2.32, +3.00)",2025-04-20
claude-3.7-sonnet,50.0,50.0,50.0,1094.0,1114.0,1114.0,1114.0,"(-0.00, +0.00)","(-0.00, +0.00)",2025-04-20
o3-mini-high,49.48,46.42,51.63,1265.0,1110.398965263271,1089.0590102682925,1125.309918845738,"(-21.34, +14.91)","(-3.06, +2.15)",2025-04-20
o1-high,49.33,46.68,51.8,1512.0,1109.3342645743605,1090.8674965225714,1126.5474864135845,"(-18.47, +17.21)","(-2.65, +2.47)",2025-04-20
gpt-4.5-preview,47.99,45.19,50.5,1040.0,1100.0333705516266,1080.4829748274715,1117.4703975290947,"(-19.55, +17.44)","(-2.80, +2.51)",2025-04-20
o1-medium,47.15,44.66,49.65,1490.0,1094.1830750375786,1076.74832431452,1111.6014892421488,"(-17.43, +17.42)","(-2.49, +2.50)",2025-04-20
gpt-4.1-mini-2025-04-14,46.59,44.44,48.86,1080.0,1090.292642024207,1075.2264183677203,1106.0733968152588,"(-15.07, +15.78)","(-2.15, +2.27)",2025-04-20
o1-low,41.42,38.54,44.01,1513.0,1053.802058941942,1032.9394458420586,1072.2052824458835,"(-20.86, +18.40)","(-2.88, +2.59)",2025-04-20
o3-mini-medium,40.01,38.45,42.81,1221.0,1043.6222948069358,1032.290324358399,1063.6808265910122,"(-11.33, +20.06)","(-1.56, +2.80)",2025-04-20
gemini-2.5-flash-preview(thinking),38.73,35.26,41.83,2521.0,1034.3501610883332,1008.4085334590818,1056.742623687731,"(-25.94, +22.39)","(-3.47, +3.10)",2025-04-20
claude-3.5-sonnet,38.32,35.2,41.17,682.0,1031.3128227019438,1007.9597078341151,1052.0019958621544,"(-23.35, +20.69)","(-3.12, +2.85)",2025-04-20
grok-3-beta,37.93,35.34,40.27,1824.0,1028.4716459640365,1009.0334256725355,1045.5331663312033,"(-19.44, +17.06)","(-2.59, +2.34)",2025-04-20
command-a,34.66,31.75,36.51,1083.0,1003.8304289101749,981.0409520347981,1017.8503470397261,"(-22.79, +14.02)","(-2.91, +1.85)",2025-04-20
o3-mini-low,34.0,31.85,36.75,1205.0,998.743445723815,981.8598225413014,1019.6707791836632,"(-16.88, +20.93)","(-2.15, +2.75)",2025-04-20
qwen-max,32.09,30.06,34.74,1420.0,983.7651333362232,967.2647938001656,1004.5093649012704,"(-16.50, +20.74)","(-2.03, +2.65)",2025-04-20
gpt-4o-2024-11-20,30.9,29.12,33.02,1142.0,974.1945125162583,959.4553184920078,991.140765608061,"(-14.74, +16.95)","(-1.78, +2.12)",2025-04-20
