model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
gemini-2.5-pro-exp-03-25,85.71,84.82,86.7,2577.0,1311.26045162493,1296.0546464594215,1337.8084923457873,"(-15.21, +26.55)","(-0.89, +0.99)",2025-04-06
gemini-2.0-pro-exp-02-05,77.88,76.75,78.66,2372.0,1218.7028644113939,1204.591390296249,1238.7139943293325,"(-14.11, +20.01)","(-1.13, +0.78)",2025-04-06
gemini-2.0-flash-thinking-exp-01-21,68.44,67.66,69.96,2497.0,1134.4616052937515,1125.3853215209515,1158.9693993578815,"(-9.08, +24.51)","(-0.78, +1.52)",2025-04-06
deepseek-chat-v3-0324,65.62,63.99,66.85,1085.0,1112.3007687405577,1096.9980140959367,1133.9889062631103,"(-15.30, +21.69)","(-1.63, +1.23)",2025-04-06
claude-3.7-sonnet(thinking),59.99,58.63,61.55,1248.0,1070.3339644696528,1057.683678556999,1093.8499401865888,"(-12.65, +23.52)","(-1.36, +1.56)",2025-04-06
o1-high,57.92,55.96,59.56,1512.0,1055.5285012374204,1038.7565417770293,1079.352980603184,"(-16.77, +23.82)","(-1.96, +1.64)",2025-04-06
deepseek-r1,56.62,55.34,57.87,1218.0,1046.2613225019415,1034.3366636711912,1067.2278581308447,"(-11.92, +20.97)","(-1.28, +1.25)",2025-04-06
qwen-max,56.46,54.78,58.11,1420.0,1045.1483101479046,1030.420287184759,1068.9863326371978,"(-14.73, +23.84)","(-1.68, +1.65)",2025-04-06
o3-mini-high,53.73,52.9,55.56,1265.0,1025.9439639618163,1017.320026899733,1050.9034096566475,"(-8.62, +24.96)","(-0.83, +1.83)",2025-04-06
o1-medium,53.69,51.97,55.34,1490.0,1025.7048631010243,1010.7903134303377,1049.332811681004,"(-14.91, +23.63)","(-1.72, +1.65)",2025-04-06
gemini-2.0-flash-001,52.93,51.99,54.09,1901.0,1020.3808807235923,1010.93998792795,1040.6034124117887,"(-9.44, +20.22)","(-0.94, +1.16)",2025-04-06
o1-low,50.4,49.37,52.17,1513.0,1002.7507629476568,992.7152907240667,1027.216390618155,"(-10.04, +24.47)","(-1.03, +1.77)",2025-04-06
claude-3.7-sonnet,50.0,50.0,50.0,1094.0,1000.0,997.120068829809,1012.1089152918478,"(-2.88, +12.11)","(-0.00, +0.00)",2025-04-06
chatgpt-4o-latest(2025-03-26),49.3,48.02,50.76,1111.0,995.1619812837353,983.3346449346865,1017.394057942425,"(-11.83, +22.23)","(-1.28, +1.46)",2025-04-06
gemini-2.0-flash-lite-001,49.24,47.9,51.09,2196.0,994.7214669945695,982.5122724305689,1019.7109710655733,"(-12.21, +24.99)","(-1.34, +1.85)",2025-04-06
quasar-alpha,48.99,47.52,50.68,909.0,993.0066511143519,979.8660145206575,1016.8578918805506,"(-13.14, +23.85)","(-1.47, +1.69)",2025-04-06
gpt-4.5-preview,48.23,46.42,49.84,1040.0,987.7298273898391,972.2093744400735,1011.0144053023984,"(-15.52, +23.28)","(-1.81, +1.61)",2025-04-06
qwq-32b,47.28,46.09,48.5,1517.0,981.0706203903765,969.9225359375466,1001.6839363892715,"(-11.15, +20.61)","(-1.19, +1.22)",2025-04-06
qwen-plus,46.78,46.04,48.3,1346.0,977.5825989263158,969.5286194548406,1000.2924594831092,"(-8.05, +22.71)","(-0.74, +1.52)",2025-04-06
gemma-3-27b-it,45.14,43.52,46.71,1655.0,966.0964012793644,951.8567949935809,989.1938468695075,"(-14.24, +23.10)","(-1.62, +1.57)",2025-04-06
o3-mini-medium,44.14,42.74,45.18,1221.0,959.0685452168922,946.3321031758866,978.5035476532341,"(-12.74, +19.44)","(-1.40, +1.04)",2025-04-06
command-a,43.54,42.09,45.54,1083.0,954.8566552466256,941.7140538243211,981.0398231133457,"(-13.14, +26.18)","(-1.45, +2.00)",2025-04-06
gpt-4o-2024-11-20,42.53,40.76,44.65,1142.0,947.7133309660883,932.2034370044897,974.8230742639456,"(-15.51, +27.11)","(-1.77, +2.12)",2025-04-06
o3-mini-low,39.0,37.64,40.08,1205.0,922.2665470965554,909.4020123826059,942.2243406449995,"(-12.86, +19.96)","(-1.36, +1.08)",2025-04-06
deepseek-v3,30.32,28.97,32.21,1007.0,855.4795633947386,841.3439159263768,882.8587396113986,"(-14.14, +27.38)","(-1.35, +1.89)",2025-04-06
claude-3.5-sonnet,18.19,16.99,19.73,682.0,738.8661457919234,721.4895814679586,768.2873147307419,"(-17.38, +29.42)","(-1.20, +1.54)",2025-04-06
minimax-01,17.48,16.36,18.71,1071.0,730.4280258360964,713.6642748186293,756.8890808676604,"(-16.76, +26.46)","(-1.12, +1.23)",2025-04-06
qwen-2.5-72b-instruct,16.7,15.67,17.85,1097.0,720.8667932262481,704.7816172604344,746.8911107226589,"(-16.09, +26.02)","(-1.03, +1.15)",2025-04-06
nova-pro-v1,15.11,14.25,15.98,905.0,700.1296186411222,685.3426044555158,723.7226904293528,"(-14.79, +23.59)","(-0.86, +0.87)",2025-04-06
jamba-1.6-large,14.09,13.28,15.01,863.0,685.953034070081,671.1652524102566,710.9360946071747,"(-14.79, +24.98)","(-0.81, +0.92)",2025-04-06
grok-2-1212,13.89,13.11,15.13,898.0,683.1316408667451,668.5137459256978,712.5713565085567,"(-14.62, +29.44)","(-0.78, +1.24)",2025-04-06
mistral-large-2411,11.42,10.53,12.13,906.0,644.051457336713,625.5062313619013,668.1433692536963,"(-18.55, +24.09)","(-0.89, +0.71)",2025-04-06
claude-3.5-sonnet-20240620,11.29,10.09,12.28,628.0,641.9245250765694,617.2271225476408,670.5251923748056,"(-24.70, +28.60)","(-1.20, +0.99)",2025-04-06
gpt-4o-mini,10.45,9.59,11.32,830.0,626.7345902696294,607.3706440510194,654.4413492638099,"(-19.36, +27.71)","(-0.86, +0.87)",2025-04-06
