model,score,rating_q025,rating_q975,avg_tokens,elo_score,elo_rating_q025,elo_rating_q975,elo_CI,CI,date
gemini-2.5-pro-exp-03-25,83.36,81.42,84.52,2577.0,1393.901080029926,1370.7245894568355,1408.8716719839779,"(-23.18, +14.97)","(-1.94, +1.16)",2025-04-06
gemini-2.0-pro-exp-02-05,76.13,74.04,77.85,2372.0,1315.4505479670934,1296.0903796779896,1332.3245698587777,"(-19.36, +16.87)","(-2.09, +1.72)",2025-04-06
o1-high,65.4,63.2,67.42,1512.0,1224.6264284729855,1207.9743886681895,1240.342285585257,"(-16.65, +15.72)","(-2.20, +2.02)",2025-04-06
gemini-2.0-flash-thinking-exp-01-21,64.36,61.91,66.41,2497.0,1216.653120975564,1198.3967515005502,1232.409597327827,"(-18.26, +15.76)","(-2.45, +2.05)",2025-04-06
o1-medium,61.32,59.67,63.38,1490.0,1194.0666163421315,1182.0618142086576,1209.306552712633,"(-12.00, +15.24)","(-1.65, +2.06)",2025-04-06
o3-mini-high,60.2,58.15,62.15,1265.0,1185.8965199525405,1171.114516980792,1200.1373283935275,"(-14.78, +14.24)","(-2.05, +1.95)",2025-04-06
o1-low,57.6,55.0,59.79,1513.0,1167.233255976438,1148.8607046901525,1182.889279066908,"(-18.37, +15.66)","(-2.60, +2.19)",2025-04-06
chatgpt-4o-latest(2025-03-26),54.67,52.34,57.05,1111.0,1146.5501977620338,1130.2399567725436,1163.2855810520537,"(-16.31, +16.74)","(-2.33, +2.38)",2025-04-06
deepseek-chat-v3-0324,52.97,50.82,55.42,1085.0,1134.6587759657318,1119.718790908725,1151.8000259560963,"(-14.94, +17.14)","(-2.15, +2.45)",2025-04-06
claude-3.7-sonnet(thinking),50.72,48.41,53.11,1248.0,1118.9912924852492,1102.9507277061975,1135.6325316439143,"(-16.04, +16.64)","(-2.31, +2.39)",2025-04-06
o3-mini-medium,50.13,47.55,53.25,1221.0,1114.8701435576922,1096.990019621224,1136.5839409190291,"(-17.88, +21.71)","(-2.58, +3.12)",2025-04-06
claude-3.7-sonnet,50.0,50.0,50.0,1094.0,1114.0,1114.0,1114.0,"(-0.00, +0.00)","(-0.00, +0.00)",2025-04-06
gemini-2.0-flash-001,48.93,46.32,51.58,1901.0,1106.5692300224628,1088.4152571317948,1124.974642801496,"(-18.15, +18.41)","(-2.61, +2.65)",2025-04-06
deepseek-r1,46.67,44.28,49.0,1218.0,1090.8471954881034,1074.0915936298231,1107.0368903136068,"(-16.76, +16.19)","(-2.39, +2.33)",2025-04-06
quasar-alpha,46.06,43.94,48.87,909.0,1086.5886731096625,1071.6739473463813,1106.1462004083467,"(-14.91, +19.56)","(-2.12, +2.81)",2025-04-06
gemini-2.0-flash-lite-001,45.1,43.06,47.11,2196.0,1079.8155680137638,1065.4926606650095,1093.9159238437217,"(-14.32, +14.10)","(-2.04, +2.01)",2025-04-06
o3-mini-low,44.06,41.18,47.3,1205.0,1072.5634275753537,1052.04125654385,1095.1908774818298,"(-20.52, +22.63)","(-2.88, +3.24)",2025-04-06
gpt-4.5-preview,42.41,39.41,44.34,1040.0,1060.8697283268611,1039.316127038867,1074.4747350173839,"(-21.55, +13.61)","(-3.00, +1.93)",2025-04-06
gemma-3-27b-it,40.5,37.92,42.63,1655.0,1047.1661434090981,1028.3886397814426,1062.388200443856,"(-18.78, +15.22)","(-2.58, +2.13)",2025-04-06
qwen-max,38.78,36.7,40.94,1420.0,1034.679863038155,1019.2752786517761,1050.3133346120674,"(-15.40, +15.63)","(-2.08, +2.16)",2025-04-06
command-a,33.35,31.52,35.36,1083.0,993.705831994136,979.2446093915128,1009.1739424779346,"(-14.46, +15.47)","(-1.83, +2.01)",2025-04-06
qwq-32b,32.12,29.97,33.83,1517.0,984.0117011449277,966.5973247164579,997.4687253872502,"(-17.41, +13.46)","(-2.15, +1.71)",2025-04-06
qwen-plus,31.22,29.27,33.27,1346.0,976.7940136631186,960.7530277443318,993.0697122357662,"(-16.04, +16.28)","(-1.95, +2.05)",2025-04-06
gpt-4o-2024-11-20,30.16,28.57,32.3,1142.0,968.1500204974969,954.823782293531,985.4847900947799,"(-13.33, +17.33)","(-1.59, +2.14)",2025-04-06
claude-3.5-sonnet,23.11,20.76,25.22,682.0,905.1809639161037,881.2823954597467,925.1923438943968,"(-23.90, +20.01)","(-2.35, +2.11)",2025-04-06
deepseek-v3,21.78,20.04,24.07,1007.0,891.9271981479469,873.5567087223151,914.4202112816524,"(-18.37, +22.49)","(-1.74, +2.29)",2025-04-06
claude-3.5-sonnet-20240620,15.16,13.13,17.04,628.0,814.8622186573972,785.8218842513666,838.9856867119559,"(-29.04, +24.12)","(-2.03, +1.88)",2025-04-06
grok-2-1212,13.96,12.33,15.66,898.0,798.0090376406318,773.2924899949819,821.4537319035845,"(-24.72, +23.44)","(-1.63, +1.70)",2025-04-06
qwen-2.5-72b-instruct,13.47,12.14,15.0,1097.0,790.8806516155481,770.1642210215756,812.7144558841832,"(-20.72, +21.83)","(-1.33, +1.53)",2025-04-06
claude-3.5-haiku,13.06,11.66,14.46,601.0,784.6306295668611,762.2693889573683,805.2536400489165,"(-22.36, +20.62)","(-1.40, +1.40)",2025-04-06
nova-pro-v1,12.95,11.69,14.28,905.0,782.9420000530694,762.7243527360042,802.6030922707506,"(-20.22, +19.66)","(-1.26, +1.33)",2025-04-06
gpt-4-1106-preview,12.68,11.06,14.24,840.0,778.7283413863895,751.8911012558503,802.0836044459147,"(-26.84, +23.36)","(-1.62, +1.56)",2025-04-06
minimax-01,12.49,10.96,13.72,1071.0,775.7970830819769,750.1766361822091,794.6407774484278,"(-25.62, +18.84)","(-1.53, +1.23)",2025-04-06
wizardlm-2-8x22b,11.2,9.91,12.49,1028.0,754.3715664334844,730.6332645488272,775.7924568141763,"(-23.74, +21.42)","(-1.29, +1.29)",2025-04-06
mistral-large-2411,11.04,9.95,12.51,906.0,751.4596030682186,731.3170411692091,776.0538146836242,"(-20.14, +24.59)","(-1.09, +1.47)",2025-04-06
command-r-plus-08-2024,9.79,8.59,11.04,969.0,728.2211218732061,703.3086227935748,751.4837154986644,"(-24.91, +23.26)","(-1.20, +1.25)",2025-04-06
gpt-4o-mini,9.38,8.22,10.57,830.0,719.9446282186769,694.8533964422382,743.0478874363577,"(-25.09, +23.10)","(-1.16, +1.19)",2025-04-06
jamba-1.6-large,9.0,7.91,9.79,863.0,711.9871206619603,687.671915952608,728.1708105139484,"(-24.32, +16.18)","(-1.09, +0.79)",2025-04-06
mistral-small-3.1-24b-instruct-2503,8.44,7.14,9.62,961.0,699.943781104983,668.2722839957185,724.916468502103,"(-31.67, +24.97)","(-1.30, +1.18)",2025-04-06
nova-lite-v1,8.18,7.32,9.1,994.0,693.8675027221194,672.9973535558829,714.2033981958068,"(-20.87, +20.34)","(-0.86, +0.92)",2025-04-06
lfm-7b,8.02,6.98,9.04,1011.0,690.1290933259767,664.1835898641438,712.8732443904497,"(-25.95, +22.74)","(-1.04, +1.02)",2025-04-06
qwen2.5-32b-instruct,7.71,6.61,8.78,795.0,682.8009529713031,654.0091440831741,707.2674872117186,"(-28.79, +24.47)","(-1.10, +1.07)",2025-04-06
gemma-2-27b-it,7.5,6.68,8.71,794.0,677.5454550164492,655.9901538571836,705.7414871177131,"(-21.56, +28.20)","(-0.82, +1.21)",2025-04-06
hermes-3-llama-3.1-405b,6.47,5.31,7.53,771.0,649.8615991180043,613.5306156516289,678.4042601965168,"(-36.33, +28.54)","(-1.16, +1.06)",2025-04-06
mistral-small-24b-instruct-2501,6.34,5.42,7.13,998.0,646.1768487857762,617.3991845646794,667.9916962089236,"(-28.78, +21.81)","(-0.92, +0.79)",2025-04-06
llama-3.1-nemotron-70b-instruct,5.51,4.82,6.32,1854.0,620.4045872681596,595.9075791034014,645.6920012229948,"(-24.50, +25.29)","(-0.69, +0.81)",2025-04-06
hermes-3-llama-3.1-70b,5.39,4.48,6.26,771.0,616.3135645012953,582.4314376365969,643.9839578985095,"(-33.88, +27.67)","(-0.91, +0.87)",2025-04-06
nova-micro-v1,5.37,4.45,6.21,927.0,615.7264477642798,581.2071181982575,642.3784088484648,"(-34.52, +26.65)","(-0.92, +0.84)",2025-04-06
lfm-40b,5.14,4.35,6.34,863.0,607.3830783313939,577.2720245880001,646.1077490198575,"(-30.11, +38.72)","(-0.79, +1.20)",2025-04-06
qwen-turbo,4.9,4.1,5.83,623.0,598.8456237929995,566.2529862894255,630.7769075201992,"(-32.59, +31.93)","(-0.80, +0.93)",2025-04-06
